[Ano],[Mês/Ano],[Estado],[Bacia],[Campo],[Poço],[Ambiente],[Instalação],[Produção de Óleo (m³)],[Produção de Condensado (m³)],[Produção de Gás Associado (Mm³)],[Produção de Gás Não Associado (Mm³)],[Produção de Água (m³)],[Injeção de Gás (Mm³)],[Injeção de Água para Recuperação Secundária (m³)],[Injeção de Água para Descarte (m³)],[Injeção de Gás Carbônico (Mm³)],[Injeção de Nitrogênio (Mm³)],[Injeção de Vapor de Água (t)],[Injeção de Polímeros (m³)],[Injeção de Outros Fluidos (m³)]
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BRSA-1191-RJS,MAR,Petrobras 74,"0,05","0,00","0,014","0,000","0,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BRSA-1197-RJS,MAR,FPSO ALMIRANTE TAMANDARE,"169.847,83","0,00","43.257,357","0,000","33,98",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BUZ-1-RJS,MAR,Petrobras 76,"55.819,53","0,00","13.157,302","0,000","0,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BUZ-2-RJS,MAR,Petrobras 75,,,,,,"51.772,229","0,00","0,00","12.420,158","0,410","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BUZ-3-RJS,MAR,Petrobras 75,"49.490,61","0,00","22.062,625","0,000","42,35",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BUZ-41-RJS,MAR,FPSO ALMIRANTE TAMANDARE,"115.377,63","0,00","29.857,387","0,000","445,07",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BUZ-4-RJS,MAR,PETROBRAS 77,"122.025,71","0,00","36.395,612","0,000","0,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,BÚZIOS_ECO,9-BUZ-7-RJS,MAR,Petrobras 74,"86.976,76","0,00","24.323,122","0,000","19,67",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU,1-BRSA-1116-RJS,MAR,PETROBRAS 71,"79.512,30","0,00","19.932,939","0,000","210,77",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU,7-ITP-3A-RJS,MAR,PETROBRAS 71,"58.819,87","0,00","5.884,841","0,000","3,29",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU,7-ITP-4-RJS,MAR,PETROBRAS 71,"66.020,44","0,00","6.266,130","0,000","11,67",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU,7-ITP-5D-RJS,MAR,PETROBRAS 71,"94.265,01","0,00","8.745,643","0,000","1.288,27",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU,8-ITP-6D-RJS,MAR,PETROBRAS 71,,,,,,"32.631,368","4.252,46","0,00","35,895","0,800","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,ITAPU,8-ITP-8D-RJS,MAR,PETROBRAS 71,,,,,,"12.079,054","70.722,69","0,00","13,287","0,800","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,ITAPU,8-ITP-9D-RJS,MAR,PETROBRAS 71,,,,,,"0,000","106.726,30","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,ITAPU,9-ITP-1-RJS,MAR,PETROBRAS 71,"91.145,35","0,00","9.043,921","0,000","13,85",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU,9-ITP-2D-RJS,MAR,PETROBRAS 71,,,,,,"0,000","113.129,87","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,1-BRSA-1116-RJS,MAR,PETROBRAS 71,"74.259,45","0,00","18.616,104","0,000","196,85",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,7-ITP-3A-RJS,MAR,PETROBRAS 71,"54.934,04","0,00","5.496,070","0,000","3,07",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,7-ITP-4-RJS,MAR,PETROBRAS 71,"61.658,91","0,00","5.852,169","0,000","10,90",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,7-ITP-5D-RJS,MAR,PETROBRAS 71,"88.037,56","0,00","8.167,877","0,000","1.203,16",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,8-ITP-6D-RJS,MAR,PETROBRAS 71,,,,,,"30.475,633","3.971,53","0,00","33,523","0,800","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,8-ITP-8D-RJS,MAR,PETROBRAS 71,,,,,,"11.281,072","66.050,51","0,00","12,409","0,800","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,8-ITP-9D-RJS,MAR,PETROBRAS 71,,,,,,"0,000","99.675,61","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,9-ITP-1-RJS,MAR,PETROBRAS 71,"85.123,99","0,00","8.446,450","0,000","12,93",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,ITAPU_ECO,9-ITP-2D-RJS,MAR,PETROBRAS 71,,,,,,"0,000","105.656,14","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1255-RJS,MAR,FPSO Guanabara,"202.114,47","0,00","83.018,923","0,000","202,32",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1305A-RJS,MAR,FPSO SEPETIBA,"41.320,46","0,00","20.922,380","0,000","110,68",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1322-RJS,MAR,FPSO PIONEIRO DE LIBRA,"195.438,42","0,00","81.056,692","0,000","666,76",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1339A-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,"172.645,42","0,00","70.477,263","0,000","294,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1342A-RJS,MAR,FPSO Guanabara,,,,,,"0,000","338.073,50","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1343-RJS,MAR,FPSO SEPETIBA,"28.918,37","0,00","11.960,542","0,000","52,15",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1345-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,"214.549,38","0,00","87.945,317","0,000","370,74",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1353D-RJS,MAR,FPSO SEPETIBA,,,,,,"0,000","293.671,32","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1355D-RJS,MAR,FPSO Guanabara,"120.899,06","0,00","49.397,074","0,000","181,62",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,3-BRSA-1356D-RJS,MAR,FPSO SEPETIBA,,,,,,"0,000","330.037,41","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-10B-RJS,MAR,FPSO Guanabara,"76.608,28","0,00","32.291,099","0,000","76,68",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-16D-RJS,MAR,FPSO SEPETIBA,"195.390,16","0,00","81.117,397","0,000","382,75",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-17A-RJS,MAR,FPSO SEPETIBA,"200.809,20","0,00","82.433,268","0,000","347,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-18D-RJS,MAR,FPSO SEPETIBA,"191.774,85","0,00","80.514,802","0,000","345,82",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-20D-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,"216.033,67","0,00","88.165,469","0,000","439,81",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-24D-RJS,MAR,FPSO Alexandre de Gusmão,"203.123,82","0,00","81.897,375","0,000","718,55",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-27D-RJS,MAR,FPSO SEPETIBA,"213.750,93","0,00","87.272,367","0,000","360,88",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-29D-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,"152.208,73","0,00","63.025,581","0,000","274,47",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-33-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,"158.879,58","0,00","64.631,843","0,000","310,33",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-37-RJS,MAR,FPSO Alexandre de Gusmão,"119.541,68","0,00","48.780,646","0,000","611,19",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-3-RJS,MAR,FPSO Guanabara,"193.041,76","0,00","79.789,469","0,000","970,06",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-6DB-RJS,MAR,FPSO Guanabara,"110.968,10","0,00","45.657,039","0,000","111,08",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,7-MRO-7A-RJS,MAR,FPSO Guanabara,"175.616,84","0,00","72.602,851","0,000","175,79",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-11-RJS,MAR,FPSO Guanabara,,,,,,"86.503,064","0,00","0,00","40.050,919","0,490","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-12A-RJS,MAR,FPSO Guanabara,,,,,,"125.211,311","0,00","0,00","57.972,837","0,490","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-13D-RJS,MAR,FPSO Guanabara,,,,,,"0,000","325.170,60","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-15D-RJS,MAR,FPSO SEPETIBA,,,,,,"127.926,265","0,00","0,00","58.398,340","0,310","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-19A-RJS,MAR,FPSO SEPETIBA,,,,,,"89.397,562","0,00","0,00","40.809,987","0,310","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-21D-RJS,MAR,FPSO SEPETIBA,,,,,,"0,000","349.660,82","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-23-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,,,,,,"0,000","336.957,16","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-25D-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,,,,,,"0,000","336.074,76","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-26D-RJS,MAR,FPSO SEPETIBA,,,,,,"127.511,387","0,00","0,00","58.208,948","0,310","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-28D-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,,,,,,"116.369,204","0,00","0,00","53.797,483","0,340","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-30D-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,,,,,,"121.192,171","0,00","0,00","56.027,141","0,340","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-39D-RJS,MAR,FPSO Alexandre de Gusmão,,,,,,"121.569,356","0,00","0,00","62.608,218","0,430","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-4-RJS,MAR,FPSO Guanabara,,,,,,"126.334,634","0,00","0,00","58.492,936","0,490","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,8-MRO-8-RJS,MAR,FPSO Guanabara,,,,,,"0,000","334.095,27","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,9-MRO-2A-RJS,MAR,FPSO MARECHAL DUQUE DE CAXIAS,,,,,,"114.824,285","0,00","0,00","53.083,267","0,340","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,MERO,9-MRO-5-RJS,MAR,FPSO PIONEIRO DE LIBRA,,,,,,"72.814,755","0,00","0,00","32.875,862","0,390","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,3-BRSA-1243-RJS,MAR,PETROBRAS 70,,,,,,"0,000","10.057,63","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,7-ATP-6-RJS,MAR,PETROBRAS 70,"12.812,88","0,00","3.009,244","0,000","3,66",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,7-OATP-1-RJS,MAR,PETROBRAS 70,"7.960,19","0,00","1.822,139","0,000","100,02",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,8-ATP-5-RJS,MAR,PETROBRAS 70,,,,,,"0,000","7.949,65","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,8-ATP-7D-RJS,MAR,PETROBRAS 70,,,,,,"4.697,702","0,00","0,00","1.274,017","0,460","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,8-OATP-2-RJS,MAR,PETROBRAS 70,,,,,,"3.638,962","0,00","0,00","986,886","0,460","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,9-ATP-1-RJS,MAR,PETROBRAS 70,"12.727,90","0,00","2.725,243","0,000","3,51",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,9-ATP-3-RJS,MAR,PETROBRAS 70,,,,,,"0,000","9.798,88","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,OESTE DE ATAPU,9-BRSA-1284-RJS,MAR,PETROBRAS 70,"7.605,84","0,00","1.766,461","0,000","1,15",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,1-BRSA-976-RJS,MAR,FPSO Carioca,"14.138,35","0,00","4.946,557","0,000","10,38",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,3-BRSA-1201-RJS,MAR,FPSO Carioca,"17.655,12","0,00","6.507,856","0,000","1.268,17",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,7-SEP-6-RJS,MAR,FPSO Carioca,"19.890,16","0,00","3.611,143","0,000","16,97",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,7-SEP-7D-RJS,MAR,FPSO Carioca,"19.879,61","0,00","3.550,094","0,000","342,41",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,8-SEP-10-RJS,MAR,FPSO Carioca,,,,,,"12.423,514","0,00","0,00","5.032,766","0,540","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,8-SEP-3-RJS,MAR,FPSO Carioca,,,,,,"0,252","0,00","0,00","0,102","0,400","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,8-SEP-4D-RJS,MAR,FPSO Carioca,,,,,,"0,000","32.792,65","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,8-SEP-5D-RJS,MAR,FPSO Carioca,,,,,,"307,911","0,00","0,00","124,735","0,540","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA,9-BRSA-1254-RJS,MAR,FPSO Carioca,"31.458,25","0,00","5.708,419","0,000","12,08",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,1-BRSA-976-RJS,MAR,FPSO Carioca,"6.201,23","0,00","2.169,612","0,000","4,55",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,3-BRSA-1201-RJS,MAR,FPSO Carioca,"7.743,72","0,00","2.854,415","0,000","556,23",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,7-SEP-6-RJS,MAR,FPSO Carioca,"8.724,04","0,00","1.583,885","0,000","7,45",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,7-SEP-7D-RJS,MAR,FPSO Carioca,"8.719,41","0,00","1.557,109","0,000","150,18",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,8-SEP-10-RJS,MAR,FPSO Carioca,,,,,,"5.449,083","0,00","0,00","2.207,424","0,540","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,8-SEP-3-RJS,MAR,FPSO Carioca,,,,,,"0,110","0,00","0,00","0,045","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,8-SEP-4D-RJS,MAR,FPSO Carioca,,,,,,"0,000","14.383,20","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,8-SEP-5D-RJS,MAR,FPSO Carioca,,,,,,"135,053","0,00","0,00","54,710","0,540","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA LESTE,9-BRSA-1254-RJS,MAR,FPSO Carioca,"13.797,92","0,00","2.503,772","0,000","5,30",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,1-BRSA-976-RJS,MAR,FPSO Carioca,"31.033,38","0,00","10.857,586","0,000","22,78",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,3-BRSA-1201-RJS,MAR,FPSO Carioca,"38.752,61","0,00","14.284,603","0,000","2.783,61",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,7-SEP-6-RJS,MAR,FPSO Carioca,"43.658,48","0,00","7.926,381","0,000","37,26",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,7-SEP-7D-RJS,MAR,FPSO Carioca,"43.635,32","0,00","7.792,380","0,000","751,58",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,8-SEP-10-RJS,MAR,FPSO Carioca,,,,,,"27.269,344","0,00","0,00","11.046,811","0,540","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,8-SEP-3-RJS,MAR,FPSO Carioca,,,,,,"0,554","0,00","0,00","0,224","0,720","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,8-SEP-4D-RJS,MAR,FPSO Carioca,,,,,,"0,000","71.979,15","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,8-SEP-5D-RJS,MAR,FPSO Carioca,,,,,,"675,859","0,00","0,00","273,790","0,540","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SÉPIA_ECO,9-BRSA-1254-RJS,MAR,FPSO Carioca,"69.050,17","0,00","12.529,855","0,000","26,51",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE BERBIGÃO,4-BRSA-1226-RJS,MAR,Petrobras 68,"63.226,45","0,00","35.689,813","0,000","26,72",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE BERBIGÃO,7-SBBG-2-RJS,MAR,Petrobras 68,,,,,,"36.499,253","0,00","0,00","16.045,072","0,440","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SUL DE BERBIGÃO,8-SBBG-3D-RJS,MAR,Petrobras 68,,,,,,"11.302,211","0,00","0,00","5.121,032","0,430","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,3-BRSA-496-RJS,MAR,FPSO CIDADE DE ANGRA DOS REIS,"1.248,92","0,00","987,054","0,000","626,92",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,3-BRSA-854-RJS,MAR,Petrobras 69,"8.325,08","0,00","1.803,783","0,000","22,98",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,3-BRSA-865A-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"8.268,47","0,00","1.993,945","0,000","287,90",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,3-BRSA-883-RJS,MAR,Petrobras 66,"5.141,19","0,00","3.468,232","0,000","1.498,70",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,4-BRSA-1047-RJS,MAR,Petrobras 69,"1,17","0,00","0,236","0,000","0,89",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-100-RJS,MAR,Petrobras 66,"7.677,87","0,00","2.437,408","0,000","25,11",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-102D-RJS,MAR,Petrobras 66,"6.522,33","0,00","2.547,643","0,000","1.238,09",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-105-RJS,MAR,Petrobras 66,"8.274,52","0,00","2.708,670","0,000","666,23",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-106DA-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"3.261,27","0,00","2.071,108","0,000","1.397,37",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-10-RJS,MAR,FPSO CIDADE DE SAQUAREMA,,,,,,"0,000","14.061,40","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-110D-RJS,MAR,Petrobras 67,"6.770,38","0,00","1.609,457","0,000","1.358,56",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-113D-RJS,MAR,Petrobras 67,"2.981,51","0,00","582,453","0,000","0,94",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-115-RJS,MAR,Petrobras 67,"8.949,72","0,00","1.861,827","0,000","2,37",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-117D-RJS,MAR,Petrobras 67,"5.507,38","0,00","2.118,375","0,000","5,23",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-119D-RJS,MAR,FPSO CIDADE DE PARATY,"8.584,34","0,00","2.674,841","0,000","1.993,92",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-15D-RJS,MAR,FPSO CIDADE DE PARATY,"5.882,04","0,00","1.293,071","0,000","4.892,51",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-22D-RJS,MAR,FPSO CIDADE DE PARATY,"6.992,18","0,00","1.522,992","0,000","1.001,94",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-28D-RJS,MAR,FPSO CIDADE DE PARATY,"5.608,20","0,00","1.363,858","0,000","1.631,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-34D-RJS,MAR,Petrobras 67,"3.925,63","0,00","2.715,870","0,000","3,71",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-46-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"3.243,92","0,00","1.591,773","0,000","2.491,28",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-48D-RJS,MAR,FPSO CIDADE DE MARICÁ,"5.455,02","0,00","1.305,197","0,000","1.180,48",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-59-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"7.228,15","0,00","2.646,567","0,000","1.176,36",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-60D-RJS,MAR,Petrobras 66,"231,65","0,00","99,872","0,000","261,22",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-61-RJS,MAR,FPSO CIDADE DE MARICÁ,"6.948,78","0,00","1.572,117","0,000","175,65",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-66-RJS,MAR,FPSO CIDADE DE MARICÁ,"7.812,71","0,00","1.702,213","0,000","212,03",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-67D-RJS,MAR,Petrobras 67,"3.064,10","0,00","1.273,304","0,000","132,34",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-68-RJS,MAR,Petrobras 67,"8.357,09","0,00","1.667,864","0,000","354,32",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-69-RJS,MAR,Petrobras 66,"7.587,04","0,00","1.658,558","0,000","1.310,95",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-70-RJS,MAR,Petrobras 69,"8.087,39","0,00","3.811,131","0,000","14,90",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-80DB-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"8.561,70","0,00","1.885,251","0,000","1.279,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-90D-RJS,MAR,Petrobras 66,"4.814,04","0,00","1.204,140","0,000","1.967,81",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-91-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"8.654,10","0,00","2.179,731","0,000","54,85",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-95D-RJS,MAR,FPSO CIDADE DE ANGRA DOS REIS,"5.766,66","0,00","1.226,041","0,000","638,78",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-LL-97-RJS,MAR,Petrobras 66,"1.526,22","0,00","343,283","0,000","168,18",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-SLL-2-RJS,MAR,Petrobras 69,"10.583,26","0,00","2.032,723","0,000","252,62",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-SLL-3-RJS,MAR,Petrobras 69,"2.974,47","0,00","1.527,732","0,000","0,65",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-SLL-5-RJS,MAR,Petrobras 69,"9.110,90","0,00","3.905,518","0,000","88,20",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-SLL-8D-RJS,MAR,Petrobras 69,"4.127,01","0,00","1.017,864","0,000","57,40",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-TUP-120D-RJS,MAR,FPSO CIDADE DE PARATY,"9.596,82","0,00","2.555,126","0,000","47,65",,,,,,,,
2026,01/2026,Rio de Janeiro,Santos,SUL DE TUPI,7-TUP-122D-RJS,MAR,FPSO CIDADE DE ANGRA DOS REIS,"4.071,60","0,00","828,010","0,000","612,02",,,,,,,,
